outlet_name,outletcode,location_hierarchy,sub_channel,coordinate,latitude,longitude,address
Pet Winner-Silver,PS000584,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.67160733,77.14526612,SHOP NO.8 SANGAM MARKET MOTI NAGAR DELHI 15
Shree Pharmacy,PH089749,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7467847,77.1906383,B block Kamal pur Near Shanti kunj
SIX 12 Daily BASKET,PM000935,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Modern Pharmacy,[object Object],28.7410978,77.2030894,"Som Bazar road ,B.Block main Market"
Life Line Medicos,PH004817,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6958237,77.0814233,1968/152 Canera Bank Tota Ram Bazar Ganesh Pura Tri Nagar
Sarvagya medical,PH104265,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6959216,77.0814033,Keshav puram 584 delhi
Wellness pharmacy,PH127945,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6383605,77.0967871,Tilak Nagar
METRO PHARMACY,PH005069,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6192886,77.0672297,RZ-B11/12 INDRA PARKEAST UTTAM NAGARND
Nath chemist &cosmetics,PH102576,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5711403,77.2246129,Shop no 4 1427-B gurdwara road
Om shiv Gorakhnath,PH124175,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4958257,77.1892077,"Shop no -3,H.no-51, main market Rajpur"
Raman Medicos,PH092726,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4591828,77.1848059,"201-A Shop No.-3,Kh No.191,Asola"
Akash Pharmacy,PH111052,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7483201,77.1940457,Gali no 04 25futa road Kamal Pur
LAMBA CHEMIST AND DRUGGIST,PH109409,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6435385,77.095934,SHOP NO 9 GURUDWARA
City medicos,PH102547,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5756208,77.2257521,941/1 gurdwara road kotla
Jeevshakti-Silver,PS019450,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.6649469,77.1157961,"Flat No. 311, Pocket 3, Paschim"
SAGAR MEDICOS,PH115514,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.593797,77.0033331,Banbari lal sharma shopping complex
