outlet_name,outletcode,location_hierarchy,sub_channel,coordinate,latitude,longitude,address,loginId
SHRI KRISHNA MEDICOS,PH065841,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6560696,77.0975743,"RZ - 283\53, VISHNU GARDEN",DSR-GT-DEL-783
Rajesh medicos,PH087790,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6954722,77.0821683,J-20 mangol puri delhi,DSR-NCR-037
Ajay medical store,PH121124,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5921243,77.3060088,"C-2/118, new Ashok Nagar",DSR-GT-NCR-504
Janta  pharmacy,PH106296,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720259,77.0676316,Shop no 2 khajhawala chock,DSR-GT-NCR-652
Pet Lovers-Silver,PS021797,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.5262683,77.3116683,G.F H. NO- 115 Rajasthani Camp,DSR-SPT-NCR-402
L. R medicos,PH107742,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5227957,77.1788315,Mahurali mai market,DSR-NCR-036
Bakshi Medicine Corner,PH043721,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5217767,77.1808117,"18-1, Mehrauli, New Delhi-110030",DSR-GT-DEL-782
Apna Medicos(ROA),PH004685,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6958208,77.0814109,"A-221, Mangol Puri , Near Hanuman Mandir110083",DSR-NCR-037
PAWS TAILS-Silver,CL002668,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.52082933,77.22527846,"SHOP NO 1A,. LP BLOCK PITAM PURA ( NEAR HOTEL CITY PARK ) delhi 110034",FSA-SPT-NCR-019
RM medical,PH121558,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6959133,77.0814665,D block 547 mangol puri delhi,DSR-NCR-037
Rama medicos,PH121118,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6128217,77.2896881,"137, mayur vihar phase 1",DSR-GT-NCR-504
Dhawan Brothers(ROA),PH028527,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6278493,77.1455184,"ER-30,MAIN MARKET,INDERPURINEW DELHI-11001225833957",DSR-GT-NCR-424
Mahaveer medicos,PH121551,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949583,77.0681393,Sultan Puri road,DSR-NCR-032
Bansal medicos,PH108543,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5365723,77.2638451,711/6 govindpuri kalkaji,DSR-NCR-041
H.S.DAWA BAZAR,PH129483,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721655,77.0675867,MAIN NANGLOI ROAD,DSR-GT-NCR-652
The Snout Scooby Pet Products,PS021501,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.7001169,77.1413867,"6, basement, Kapil vihar.",FSA-SPT-NCR-019
Pawsome Store-Platinum,PS011333,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.5675738,77.2692661,"761, Bharat Nagar, NFC,  Delhi",FSA-SPT-NCR-018
Anika pharmacy,PH107784,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721796,77.0676702,Prem nagar kirari,DSR-GT-NCR-652
Ayush medicos,PH109372,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5152618,77.1787043,"Shop no.893-E, ward no -8, near",DSR-GT-DEL-782
SUPER MADICOS,PH110739,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6891437,77.1595228,B4 DDA MKT KESHAV PURAM,DSR-NCR-160
Ashirwad Chemist,PH005177,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5341788,77.2432889,M-9 Shopping centre greater kailash 110048,DSR-NCR-041
Sm medicos,PH087711,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5192606,77.1671025,133/9 kishangarh 0,DSR-NCR-036
BINKYMART LLP-Silver,PS014010,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.7168759,77.15839,"BLOCK-BH, SHOP NO.7A, MOHAN SADAN . LOCAL SHOPING CENTRE, SHALIMAR BHAG NORTH WEST DELHI, 110088",FSA-SPT-NCR-019
Rakesh medical Store,PH121548,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7771617,77.1751784,Kh no-23/2 gali no-14-15 Sushant,DSR-GT-NCR-857
Verma Medicos,PH048952,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.52145595,77.17153477,"ShopNo.1, G floor, 150A-9, KishanGarh Village, Mehrauli, New Delhi-110030",DSR-NCR-036
Bansal Medical Store,PH126942,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6133509,77.3365617,Shop No.-3 DDA Mkt. CSC N0.-3,DSR-NCR-154
Baniya Ki Dukaan Pvt.Ltd.(Kunwar Singh Nagar),DS011727,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.681946,77.056739,"PLOT NO. 5,6,7,8 BLOCK A-2 ,KUNWAR SINGH NAGAR, NANGLOI, DELHI-110041",DSR-NCR-160
MISHRA MEDICOS,PH110741,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721777,77.0675502,Sown park maine Road market,DSR-GT-NCR-652
Jan seva medicos,PH121550,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6115649,77.0698143,B-50 main road Naraina vihar,DSR-GT-NCR-424
VARDHMAN MEDICOS,PH108152,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7066902,77.1684023,"Shop no 21, Ad market",DSR-NCR-031
BANIYA KI DUKAAN PVT LTD,MGH000495,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6818384,77.0568783,"C-33,BASEMENT RAJOURI GARDEN",DSR-NCR-160
Rapid Pets(ROA)-Platinum,PS005097,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.5691204,77.2824278,"Plot No:526/4 Zakir Nagar,OKHLA, Delhi-110025",FSA-SPT-NCR-018
BAJRANG MEDICAL STORE,PH106535,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7210926,77.1581532,SHOP NO 339 MAIN ROAD,DSR-NCR-031
Nu-Care Pharmacy,PH041840,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4746667,77.1300959,"Shop No. 1, G.Floor , H.No.136,Khasra No.1862-1,Main Sunday Market, Aya Nagar, New Delhi-110047",DSR-GT-NCR-503
Goel medicos,PH128923,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.695018,77.0681541,Sultan Puri New Delhi,DSR-NCR-032
Rajat medicos,PH107786,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720752,77.0676951,Perm nagar,DSR-GT-NCR-652
CHIEN And Chat Pet Shop -Silver,PS023179,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.6381959,77.0354216,Shop no 115 main market rajouri,FSA-SPT-NCR-016
Rahul Medicose,PH005183,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5336337,77.2632523,SHOP NO-1248 A /13 GOVINDPURI KALKA JI,DSR-NCR-041
KASTURI PHARMACY,PH102406,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6487281,77.1160671,A-59 janta colony,DSR-GT-DEL-783
MAAN MEDICOS,PH110742,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6722006,77.0675569,Sown Park Nangloi Maine Road,DSR-GT-NCR-652
Deep medicos,PH041850,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6950068,77.0681893,104 Hari enclave Kirari Sultan Puri new Delhi 110086,DSR-NCR-032
DELHI MEDICOS,PH083132,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.654513,77.1450689,"K-112 ground floor , kirti nagar  0",DSR-NCR-031
Amar Medical Store(ROA),WP000340,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Wholesale Pharmacy,[object Object],28.6215479,77.3204743,B-5Shoping CenterGhazipur Dairy Farm,DSR-NCR-154
BANSAL MEDICAL STORE(S) <B0018>,PH041130,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6953502,77.0683007,RZ-1/3 SULTANPURINEW DELHI-1100415474038,DSR-NCR-032
ANSH MEDICOS,PH062502,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6448403,77.1003425,"WZ 18B PUNJABI MARKET , VISHNU GARDEN",DSR-GT-DEL-783
Rajesh Medical Hall,PH108630,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6132422,77.3322366,"A-464,G D Colony MV-3,Delhi",DSR-NCR-154
Parkash pharma,PH102361,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5233612,77.1732704,"177 F/1, ward no -2 mehrauli",DSR-GT-DEL-782
pooja medicos,PH054283,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5123837,77.2674197,"226, jalam mohalla, tuglakabad village",DSR-GT-NCR-572
joshi chemist,PH052977,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4951633,77.2339329,L_711-8 Sunday bazaar road sangam vihar New Delhi 118862,DSR-GT-NCR-610
SAINI MEDICOS,PH108575,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7216996,77.1571691,V SHALIMAR VILLAGE,DSR-NCR-031
"Raj Medicos,west metro",PH128920,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.62676426,77.04942448,Shop no 2 new R block,DSR-GT-NCR-760
Jan Seva Chemist,PH113944,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6467466,77.096388,"399, Chanda Nagar",DSR-GT-DEL-783
SEBIN MADICOSE,PH125894,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6773277,77.1558747,RAM PURA GAOUN,DSR-NCR-160
Ana Medicos,PH048029,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5221987,77.168525,"ShopNo.1-111-9, Van View Appartment, Gaushala Road, Mehrauli, KishanGarh, New Delhi-110070",DSR-GT-DEL-782
Pooja chemist p,PH087810,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.519801,77.173835,602a/1 ward 3,DSR-NCR-036
Shiv Shakti medicos,PH106297,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721154,77.0676484,Shop no 4,DSR-GT-NCR-652
VISHAL MEDICOS / OM VIHAR,PH108576,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6286663,77.0550575,Shop.1 BLOCK -D1 HASTAL VIHAR,DSR-GT-NCR-760
Shri Raj Pharmacy,PH118101,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7665334,77.1841903,10/11 vashist vihar Near hanuman,DSR-GT-NCR-457
Vijay medicos,PH106539,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6533867,77.0963466,"C-451-452, khyala",DSR-GT-DEL-783
BHUSHAN MADICOSE,PH128926,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6782412,77.1564451,4289/4 Jai Mata mkt,DSR-NCR-160
RB dawa bazar,PH106540,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720375,77.0676586,"A/186-B bhagya vihar, rani khera",DSR-GT-NCR-652
Family chemist,PH087688,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4995129,77.2500962,L1/14/845.kh no 35/1 ashtal mandir  0,DSR-GT-NCR-772
S s pharmacy,PH098334,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4991193,77.233436,Shop on ground floor L-7 bhadh,DSR-GT-NCR-610
Babli Medical Store,PH092787,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6120082,77.3339816,"A-939,G.D.Colony, Mayur Vihar 3,",DSR-NCR-154
NEA DAWAI GHAR,PH109982,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6819507,77.1573203,"D-4/1,RANA PARTAP BAGH",DSR-NCR-160
Maa bhagwati Medicose,PH109924,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.50228737,77.23763376,"Shop No. - B-1127/b, Near tinu",DSR-GT-NCR-572
Family store,TG022415,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Traditional Grocery,[object Object],28.6583607,77.1416046,Moti Nagar,DSR-GT-NCR-629
VEERJI MEDICARE,PH005024,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6467464,77.0964208,"396, GURUDWARA ROAD, CHAND NAGAR, TILAK NAGAR",DSR-GT-DEL-783
Jalkavya medicare,PH108577,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7388827,77.1800726,D-770 main road nathupura near,DSR-GT-NCR-857
BARK & MEOW-Platinum,PS011364,Metro > ASE-SPT-NCR-East > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.66918914,77.28726428,"25 A , SHOP NO-2 , POCKET B , MAYUR VIVIHAR , PHASE -2",DSR-SPT-NCR-530
Sharda medicos,PH110669,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5375492,77.2642579,231 B gali no 3govind puri,DSR-NCR-041
ADARSH MEDICAL STORE,PH109910,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7056907,77.1561173,SE -35 SINGHAL PUR,DSR-NCR-031
Rhythm Medical Store,PH116212,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6472454,77.0964197,"347-A, Chand Nagar",DSR-GT-DEL-783
Supreme,PH087242,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.69117,77.088385,Mangol puri h1/11delhi,DSR-NCR-037
Kamol medicos,PH111627,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.77916,77.1762258,Gali no -8 block -c kh no-1301,DSR-GT-NCR-857
RAVI MEDICOS,PH089196,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4673399,77.1527439,"Shop No.-7,Main Road 2nd Bus Stop,",DSR-GT-NCR-503
AGGARWAL MEDICOS,PH129480,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721081,77.0676677,CHANDAN VIHAR NANGLOI SANI,DSR-GT-NCR-652
Shree shyam medicos,PH108578,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7792014,77.1765704,Budh bazaar road d-block nathupura,DSR-GT-NCR-857
Vardhman Medicos,PH066705,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6137507,77.3146761,"15,06 Kalyan puri",DSR-NCR-154
MG.DAWA BAZAR,PH109911,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6703404,77.0666998,"Metro pillar 433,main rohtak road",DSR-GT-NCR-652
Kiran Godi(ROA)-Silver,CL000508,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.7043282,77.1397508,"Ap-9A,Mig Flats,Near Rukmani Devi School,Pitampura,Delhi-34",FSA-SPT-NCR-019
Singhal Supur Store,DS001171,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.5354488,77.2577101,"J-106,Kalkaji (Govinpuri Exten) New Delhi-19",DSR-GT-NCR-508
ANSHU MEDICAL STORE,PH045141,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4722972,77.1331748,"Shop No. -4, Phase-4,Bandh Road Near Max Gain Store, Aya Nagar-110047",DSR-GT-NCR-503
KUBER THE CHEMIST,PH109912,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7057467,77.15624,SE 35 SINGHALPUR,DSR-NCR-031
Bharat medical,PH108662,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6958364,77.0814308,I block mangol puri delhi 83,DSR-NCR-037
R S medicos,PH080607,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5335622,77.2631616,1248/b 13 govindpuri kalkaji,DSR-NCR-041
Brain wave medical,PH128919,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.695832,77.0814327,A-37 mangol puri delhi 83,DSR-NCR-037
Kushwaha Pharmacy,PH081908,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7388914,77.1799966,Gali.5 Sanday Bazar road Nathu,DSR-GT-NCR-857
MEENAKSHI BISHT-Silver,PS018850,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.6910623,77.164604,SHOP NO.25 BLOCK -F ASHOK VIHAR,FSA-SPT-NCR-019
Maheshwari Medical Store,PH119654,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7634078,77.1806235,Kh no 39/8 B-Block Main 25ft road,DSR-GT-NCR-457
DOODLE OVER POODLE -Silver,PS022575,Metro > ASE-SPT-NCR-North-West 2 > Ncr > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.72257279,77.19969063,"AB-2, SHALIMAR BAGH",FSA-SPT-NCR-019
Hemkunt medical store,PH110670,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5369137,77.2646585,459/ 5 gali no 6 govind puri,DSR-NCR-041
Prayas medicos,PH108579,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7388812,77.1800393,Swaroop vihar gali no-10 narhupura,DSR-GT-NCR-857
Ashok medical,PH104264,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6959144,77.0814045,S-block 783 mangol puri delhi,DSR-NCR-037
RAJ MEDICOS,PH108478,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7222483,77.1562417,B17 GALI NO SHOP NO 3,DSR-NCR-031
Apna Medicos,PH098576,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949798,77.0681366,Hari hospital niyar hari Enclave,DSR-NCR-032
Shri Mangal Medicos,PH116213,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6952971,77.0683525,"Shop No ,E-7/501, Block E-7, Shani",DSR-NCR-032
Garg Pharmacy,PH118241,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6110565,77.3354822,"A-1176,G D Colony MV 3 Delhi",DSR-NCR-154
Krishna Medical Store,PH099062,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949045,77.0680287,"P, Block Sultan Puri New Delhi",DSR-NCR-032
MALHOTRA MEDICOS,PH109913,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7073667,77.1552907,BQ MARKET,DSR-NCR-031
KUMAR MEDICOS  2,PH059555,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.64848,77.1034717,"J- 11, Vishnu Garden  khayala Road",DSR-GT-DEL-783
Shri Sai Traders(ROA),WP000338,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Wholesale Grocery,[object Object],28.6027979,77.3294137,"A-1/145-146-147, NEW KONDLI, NEW KONDLI, East Delhi, Delhi, 110096",DSR-NCR-154
Choudhary medicos,PH086263,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4994992,77.2263582,"Shop no. 1, A-88, Durga vihar, main  0",DSR-GT-NCR-610
Bhagwati medical,PH054203,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7388794,77.1800337,Main Road Nathupura market Delhi-110084,DSR-GT-NCR-857
BHAGWATI MEDICOS,PH111037,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7165243,77.1585119,B-8 EAST BH BLOCK,DSR-NCR-031
OM MEDICOSE,PH126856,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4721148,77.1326008,Main Bhandh Road Aya Nagar,DSR-GT-NCR-503
CHHABRA MEDICOS,PH109914,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6404913,77.0492642,A-6 Deepak vihar Near raghubir,DSR-GT-NCR-760
Sanjoli medicos,PH108663,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721069,77.0676588,Kirari prem nagar,DSR-GT-NCR-652
S. S medicose,PH087685,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4998225,77.2264723,503/devali extn durga public school 0,DSR-GT-NCR-772
Baniya Ki Dukaan Pvt.Ltd.(Shahbad),DS015957,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6818929,77.0568063,khasra no: 426 ground floor near hanuman mandir shahbad daulatpur delhi 110086,DSR-NCR-160
NEEROGYAM PHARMACY,PH121549,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.60873306,77.10698087,28 tyagi market Gupta enclave,DSR-GT-NCR-760
Baniya Ki Dukaan Pvt.Ltd.(Moti Nagar),DS017832,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.6818054,77.0568539,"PLOT NO-31,DLF INDUSTRIL AREA MOTI NAGAR,  METRO PILLAR NO-313",DSR-NCR-160
NEW AGGARWAL MEDICOS,PH109407,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.709475,77.1551904,Shop no 9 bp block,DSR-NCR-031
Sachin medical hall,PH114916,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4978347,77.2267527,L-1-688/8 sangam vihar,DSR-GT-NCR-772
JAS MEDICOS,PH041159,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6290303,77.1452926,MAIN MARKET INDERPURI NEAR BY SHAKTI MEDICOS,DSR-GT-NCR-424
RAHEJA MEDICOS,PH060241,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6467828,77.0961134,398 - A - CHAND NAGAR VISHNU GARDEN,DSR-GT-DEL-783
