outlet_name,outletcode,location_hierarchy,sub_channel,coordinate,latitude,longitude,address,loginId
JAGADAMBA MEDICAL STORE,PH108465,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.723617,77.1489278,SHOP NO 10 GROUND FLOOR,DSR-NCR-031
Om Medicos om vihar ,PH131748,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR,Pharmacy,[object Object],28.6281318,77.0513073,"SHOP NO ,5 OM VIHAR PHASE -4 NEAR MADAN GERNAL STR",DSR-GT-NCR-760
Sai Medicos,PH108656,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7604933,77.1899339,Shop no 1 gali no 2 kaushik Enclave in,DSR-GT-NCR-457
shyam medicos,PH060368,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5380883,77.2431318,shop no 6 sehgal market I E block greater kailash II new Delhi 48,DSR-NCR-041
Shivangi Medicos(ROA),PH005323,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6820914,77.0648475,"21, Dharma Colony Opposite Nangloi Metro Station110041",DSR-GT-NCR-652
Arihant Medicos,PH111017,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949147,77.0680856,"Shop No 14, Sagar pur",DSR-NCR-032
Galaxy medical store,PH041851,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6951008,77.0728577,E-3-493-494  Sultan Puri near water tank new Delhi 110086,DSR-NCR-032
ISHWAR MEDICOS,PH122002,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720501,77.067666,Laxmi park Nangloi beer bazaar Road,DSR-GT-NCR-652
Mediways chemist,PH084830,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.664723,77.1414232,B-99 shop no -5 new moti nagar  0,DSR-GT-NCR-629
Discount Medicos,PH110730,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949782,77.0681318,"H-3/173, Sultan Puri",DSR-NCR-032
Kumar Medicos,PH118237,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6100831,77.3348687,"B-1354,GD Colony, MV 3, Delhi",DSR-NCR-154
Mittal Medicos,PH108657,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7626187,77.191042,Kh.409/2 Main Shop Laxmi Vihar,DSR-GT-NCR-457
STAR PET WORLD-Silver,PS012408,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.72972107,77.11277769,pocket b6 \ plot no 47 sector 11 Rohini delhi,DSR-SPT-NCR-400
Medicalize india pvt Ltd,PH105085,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5332713,77.2574557,e,DSR-NCR-041
Siyaram Medicos,PH041764,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5223529,77.1709028,"Garhwal Colony, Ward No.2 ,Near Pipal Chowk, Kishangarh,New Delhi-110030",DSR-GT-DEL-782
Shiv medicos & surgical,PH106314,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5211303,77.2555484,Rz 1912  jagdabha road tughluqabad,DSR-GT-NCR-572
Maa Vaishno Devi Medicos,PH084956,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7656355,77.1860792,10/22 shastri park extension,DSR-GT-NCR-457
MG pharmacy,PH112014,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5034073,77.2267852,"C-2- 34, Gf , Raju Park",DSR-GT-NCR-572
Fauzi Medicos,PH108629,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6150084,77.3351345,"A-Block, G D Colony MV-3 Delhi",DSR-NCR-154
Dawa bajar,PH111105,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721555,77.0676595,Kirari,DSR-GT-NCR-652
DIVYANSH MEDICOS,PH053496,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6955198,77.0931795,"F-451,Mangolpuri,Near Madrashi Mandir",DSR-NCR-037
DELHI DAWA BAZAR,PH101947,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6834669,77.061644,"Shop No 1,2 G/F, Prop No. B507, J.J.",DSR-GT-NCR-652
NISHY MEDICOS,PH107739,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5264183,77.192479,Lado sari main market,DSR-NCR-036
Om Medicos,PH050737,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.694845,77.0886133,"N-1-18, Mangolpuri, New Delhi-110083",DSR-NCR-037
ASHOK STORE,MGS09083,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.6420948,77.0475276,"Plot no -C2,3 NEAR SOM BAZAR MAIN",DSR-GT-NCR-760
Kanhaiya medical store,PH128916,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7637186,77.1730989,409/1 B-block gali no-13 Swaroop,DSR-GT-NCR-857
Deepak Medicos,PH121554,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6950616,77.0680691,Sultan Puri,DSR-NCR-032
Apna Super Store(ROA),DS010911,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Super Grocery,[object Object],28.695816,77.0814087,A-206 Main Mkt.(Near Subzi Mandi Mangolpuri,DSR-NCR-037
NEW AGGARWAL MEDICOS,PH110279,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7149834,77.1572526,Shop no 9 bp market,DSR-NCR-031
CHOUDHARY MEDICOS,PH084288,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4994937,77.2263828,"SHOP NO.1, A-88, DURGA VIHAR MAIN",DSR-GT-NCR-772
Sagar Medicos,PH121556,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.69498,77.068145,Sultan Puri,DSR-NCR-032
Baniya Ki Dukaan Pvt.Ltd.(BURARI),MGH00184,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6819183,77.0566348,"KH NO-777,Ground floor ,Village -Burari, Opposite Vashistha Dharam Kanta, Delhi-110084",DSR-NCR-160
POOJA MEDICOS,PH100995,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5191142,77.1749374,602 a/1 ward no 3,DSR-NCR-036
Pet Food Bazaar(ROA)-Silver,PS004324,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.63559783,77.09683021,"17/2, Prem Nagar, Tilak Nagar",FSA-SPT-NCR-016
ROYAL MEDICOS,PH129478,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721372,77.0676379,"C-259/3,CHANDAN VIHAR NIHAL VIHAR",DSR-GT-NCR-652
Lifeline medicos,WP002898,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Wholesale Pharmacy,[object Object],28.5893116,77.3074142,"S.no.1B,156,new Ashok Nagar",DSR-GT-NCR-504
Az Pets Corner-Silver,PS021813,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.5701692,77.2878338,"P-92A, gali no 2 Batla House",DSR-SPT-NCR-402
ratish medi pharma,PH045824,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6958311,77.0814191,s-1(1 dda mrkt mangol puri (near r block valmiki mandir) delhi-110083,DSR-NCR-037
Lucky medical store,PH087707,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4975202,77.2325523,"Shop 19, L-999A, sangam vihar shani  0",DSR-GT-NCR-572
BANIYA KI DUKAN PVT LTD AGAR,MGH000507,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6818821,77.056829,"KH NO 194 SHISH MAHAR ENCLAVE,",DSR-NCR-160
BHATIA MEDICINE,PH057767,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.645545,77.10428,N -44 SHYAM NAGAR VISHNU GARDEN,DSR-GT-DEL-783
ADITYA MEDICAL STORE,PH129477,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721098,77.0676439,"C - 257 , CHANDAN VIHAR , SANI",DSR-GT-NCR-652
R S Medicos,PH113903,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.500464,77.2243398,"A - 333, Durga Vihar",DSR-GT-NCR-572
Sachin Medicos,PH109961,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6486691,77.1160123,Wz-282 Vishnu Garden,DSR-GT-DEL-783
Sandeep medical Store,PH098332,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4990938,77.250636,C-114/40c main bhandh road,DSR-GT-NCR-572
Jan jivan pharmacy,PH095386,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6573059,77.1400253,Shop no -3 C-287/2288 near,DSR-GT-NCR-629
RAJ MANDIR SUPER BAZAAR PVT LTD (Ashok Vihar),DS008768,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.7213617,77.1578057,"C-3/7, Phase -Ii, Ashok Vihar , Near Wazirpur Railway Underpass",DSR-NCR-031
GULATI GENRAL STORE,TG022651,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Traditional Grocery,[object Object],28.6881103,77.1680861,ASHOK VIHAR H BLOCK MKT,DSR-NCR-160
SANJIVANI PHARMACY,PH047755,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4721124,77.1331216,"Shop No. G-177A, Bandh Road, Aya Nagar, New Delhi-110047",DSR-GT-NCR-503
MAA GEETA MEDICOS,PH080149,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4991384,77.2509659,"60 futta road 3, moreband ext",DSR-GT-NCR-610
Bhagwati Medical Store,PH110280,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6473969,77.1039138,"G-44, Shyam Nagar",DSR-GT-DEL-783
ASNU MEDICAL CENTRE,PH128582,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.474006,77.1301668,Shop No-4 Sunday Market Aya Nagar,DSR-GT-NCR-503
Krishna kiryana store,DS021945,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Super Grocery,[object Object],28.6572457,77.140021,3/18 Moti Nagar,DSR-GT-NCR-629
Kashyap pharmacy,PH098333,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4985887,77.2376742,Bhandh road block L devali,DSR-GT-NCR-610
SAMAJ SEWA CHEMIST,PH110575,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7091184,77.167753,A/A 156 MAIN ROAD,DSR-NCR-031
Kaushik medicos,PH095684,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7661521,77.1890632,Shop no 4 main road Nathupura,DSR-GT-NCR-457
Suraj medicos,PH104279,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5239909,77.1937911,Lado Sari village,DSR-NCR-036
Delhi Medicos,PH108658,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6625065,77.1467041,Moti Nagar shop no 12,DSR-GT-NCR-629
Anjali medical store,PH118281,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.49905,77.2509084,"Shop no 1,lst Sangam vihar",DSR-GT-NCR-772
Rk Welness Clinic(ROA)-Silver,CL002279,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.5402982,77.2981633,"A-95,MADANPUR KHADAR,NEAR C-BLOCK MARKET,SARITA VIHAR,NEW DLEHI",FSA-SPT-NCR-018
Sachin Medicos,PH130820,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6572592,77.1400305,Shop no 10,DSR-GT-NCR-629
Bark & Bite(ROA)-Gold,PS004355,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.7060869,77.1625527,"Aj-64A, Block AH, Poorbi Shalimar Bag, Shalimar Bagh, New Delhi, Delhi 110088",FSA-SPT-NCR-019
"Vet,s Best pet clinic -Silver",CL005125,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.526895,77.15188833,C-17 main road masoodpur,FSA-SPT-HAR-014
Pharma care medical,PH104261,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6959144,77.0814045,J-block 735 mangol puri delhi,DSR-NCR-037
gupta medical store,PH040330,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6970128,77.07676,B1(289 near by SBI sultanpuri delhi 110086,DSR-NCR-032
Khatuwala medicos and genaral store,PH108573,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.738876,77.1800621,59A kh no-346 shiv mandir keshav,DSR-GT-NCR-857
Janta Store,TG021386,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Traditional Grocery,[object Object],28.6487609,77.1160195,"48,49 Ambedkar Market",DSR-GT-DEL-783
Vivek medical Store,PH128924,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949699,77.0681368,Sultan Puri oop public school,DSR-NCR-032
Asm Pet Shop(ROA)-Silver,PS007294,Metro > ASE-SPT-NCR-North-West 2 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Petshop,[object Object],28.7007613,77.1007122,"D-3/408, Gali No-7,3 Pusta, Sonia Vihar,, Karawal Nagar, North",DSR-SPT-NCR-400
Bhatt pharmacy,PH121303,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.4991185,77.2262749,L block Bhand road nearby sai mandir,DSR-GT-NCR-772
A one chemist,PH089163,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5222189,77.1787892,Shop no 2 khno1151/3 ward,DSR-NCR-036
Aggarwal store,MGS005920,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.4945211,77.2371704,K-ll 829/sangam vihar  0,DSR-GT-NCR-610
Monu Smart Kiryana Store,TS000882,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Traditional Grocery,[object Object],28.7585986,77.1911106,Shop no 2 Lake view apartment,DSR-GT-NCR-457
Promise pet shop -Silver,CL004950,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.5349459,77.1530101,Vasant Arcade shop -8 B-7 vasant,FSA-SPT-HAR-014
AROGYA medicos,PH087012,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6482397,77.0421638,Shop no -27 Tyagi Market Gupta,DSR-GT-NCR-760
Shree shyam medicos,PH107782,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721232,77.0676695,Perm nagar kirari,DSR-GT-NCR-652
Subham medicos,PH118100,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7710112,77.1745028,C-402 Nathu pura main market,DSR-GT-NCR-857
FARMACIA CHEMIST AND COSMETICS,PH109403,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7034434,77.162217,SHOP NO 25 AL BLOCK MARKET,DSR-NCR-031
Family  Chemist,PH112016,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.49704707,77.22898565,"L- 1, 14/ 845 , Budh bazar road",DSR-GT-NCR-572
Om medicos,PH108659,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720897,77.0676604,Kirari perm nagar,DSR-GT-NCR-652
EASY LIFE STORE PVT. LTD.,DS003316,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.6949956,77.0681229,P.No.53 Hastsal Village Near Shubh Nurseing Home New Delhi 110011,DSR-NCR-032
Rudrakshi medicos,PH107516,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5337466,77.2629835,Shop1247/13 govind puri,DSR-NCR-041
RMVG WEST HYPERMARKET,MGH000505,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6471317,77.104035,Ground Floor M-12,DSR-GT-DEL-783
New era medicos,PH102356,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.494489,77.1642541,"Shop No-60 main market, sultanpur",DSR-GT-DEL-782
Dheeraj medicos,PH125652,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7636569,77.1717145,Shop no-1 gali no-13 swaroop vihar,DSR-GT-NCR-857
Bansal traders,MGS005965,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Supermarket,[object Object],28.499859,77.2337397,C3/1 Holi chowk,DSR-GT-NCR-610
EASY  PHARMACY,PH065840,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6547076,77.0975045,"WZ - 283\64, WEST BLOCK,  GALI. NO.1, VISHNU GARDEN",DSR-GT-DEL-783
BANIYA KI DUKAN PVT. LTD.(Vikas Nagar),MGH000342,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,MG Hypermarket,[object Object],28.6817671,77.0569057,"SHOP-2/3/4/5 RAJAN VIHAR,",DSR-NCR-160
Kuldeep Medicos,PH058447,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.643021,77.0463315,"B-10, Main Ranholla Road, Jai Durga Chowk, Vikas Nagar New Delhi,110059",DSR-GT-NCR-760
Chaitra chemist,PH117988,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5230212,77.1796501,Ward no 1 shop no 1,DSR-NCR-036
ATUAL CHEMIST,PH108776,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5271095,77.1929824,Petrol pump near kali mata mandir,DSR-NCR-036
Om.Dawa bazaar,PH109907,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721913,77.0675478,"20-A,Rajendra Park, NANGLOI,",DSR-GT-NCR-652
Dissent medicos,PH121553,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.695005,77.06814,Sultan Puri,DSR-NCR-032
BHAV MEDICOS,PH122011,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6720754,77.0676318,Yadav Park Nangloi,DSR-GT-NCR-652
maa kaamakhya store,DS018281,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Super Grocery,[object Object],28.4951205,77.2368136,"k-2, 524 sangam viharnear amrita public school",DSR-GT-NCR-572
Jai durga Medicos,PH110736,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6722748,77.0675328,Mundka Nangloi,DSR-GT-NCR-652
Pro Medicare,PH113310,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.52303977,77.26025049,"RZ - 99/2, Gali no.1",DSR-GT-NCR-572
LAXMI STORE,TG023013,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Traditional Grocery,[object Object],28.6721916,77.0675466,"B-10, YADAV PARK,KAMRUDDIN",DSR-GT-NCR-652
Genmed Classic Pharmacy,PH109908,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7638858,77.1820237,Amrit Vihar,DSR-GT-NCR-457
Singla Medicos,WP002865,Metro > ASE-GT-NCR-East > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Wholesale Pharmacy,[object Object],28.6187801,77.2968886,Shop-3 DDA market -A- MV Delhi,DSR-NCR-154
Shifa medical hall,PH127150,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7665044,77.1737762,Shop no-1 kh no-16/4 gf Nathu pura,DSR-GT-NCR-857
KAY VEE MEDICOS,PH125572,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6754957,77.1805641,A/204 shastri nagar,DSR-NCR-160
Rama Medicos,PH121552,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6949918,77.0681565,Jagdamba MKT Sultan Puri,DSR-NCR-032
MOTHER MEDICOS,PH108469,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.722195,77.1562333,B-14 GALI NO 3,DSR-NCR-031
R.K MEDICOS,PH106529,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7219067,77.156815,B-7 main road,DSR-NCR-031
Aggrwal medical,PH108660,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6958313,77.0814028,J block 4035 delhi 83 mangol puri,DSR-NCR-037
Gk Medicos,PH019835,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5382204,77.2399764,"E-329, GREATER KAILASH-II, GREATER KAILASH-II, South Delhi, , Delhi, 110048",DSR-NCR-041
Khalsa Medical Store,PH110813,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.65211833,77.098935,Rz-55 Vishnu Garden,DSR-GT-DEL-783
ARORA MEDICOS,PH055818,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6352328,77.1437936,"B-609, Budh Nagar Inder Puri,New Delhi-110012",DSR-GT-NCR-424
Malik Medicos,PH058445,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6430706,77.0467137,"M-7,  Main  Ranholla Road Commander Chowk, vikas nagar, Uttam Nagar, New Delhi 110059",DSR-GT-NCR-760
Maa Parvati medicos,PH103113,Metro > ASE-GT-NCR-South > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.5339997,77.2624251,1572/13ground floor shop no 1,DSR-NCR-041
Dayal Medicare,PH033367,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6116843,77.069893,"EA-1/34,Shop No-6,Inderpuri,New Delhi-110012",DSR-GT-NCR-424
Puran medical store,PH108574,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.7773682,77.1746501,D-659 main road Nathu pura,DSR-GT-NCR-857
Star chemist,PH084211,Metro > ASE-GT-NCR-East > Ghaziabad > Uttar Pradesh > North > Ghaziabad > NCR-HAR > India,Pharmacy,[object Object],28.6431067,77.318545,Jaipuria marketpp Ganga tower,DSR-NCR-163
Trigunas Pet Clinic(ROA)-Silver,CL000559,Metro > ASE-SPT-NCR-North-West 1 > New Delhi > Delhi > North > New Delhi > North Metro SPT > India,Clinic,[object Object],28.5324142,77.2951923,Main Road Sarita Vihar New Delhi,DSR-SPT-NCR-402
Shri Sayam medical store,PH109909,Metro > ASE-GT-NCR-North > New Delhi > Delhi > North > New Delhi > NCR-HAR > India,Pharmacy,[object Object],28.6721931,77.0675353,Mundka,DSR-GT-NCR-652
